sell_form_id,sell_form_title,sell_form_cat,sell_form_type,sell_form_res_type,sell_form_def_value,sell_form_opt,sell_form_pos,sell_form_length,sell_min_value,sell_max_value,sell_form_desc,sell_form_opts_values,sell_form_field_desc,sell_form_param_id,sell_form_param_values,sell_form_parent_id,sell_form_parent_value,sell_form_unit,sell_form_options
52,Odbiór w punkcie - E-PRZESYŁKA / Paczka48 Odbiór w Punkcie (pierwsza sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,20061,0,,0,,,0
53,Pocztex Kurier48 (pierwsza sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,21,0,,0,,,0
54,Pocztex Kurier48 pobraniowy (pierwsza sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,22,0,,0,,,0
55,Paczka24 (pierwsza sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,30,0,,0,,,0
56,Paczka48 (pierwsza sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,31,0,,0,,,0
57,Odbiór w punkcie po przedpłacie - Paczka24 Odbiór w Punkcie (pierwsza sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,10060,0,,0,,,0
58,Odbiór w punkcie - Paczka24 Odbiór w Punkcie (pierwsza sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,20060,0,,0,,,0
136,Paczka pocztowa ekonomiczna (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,1,0,,0,,,0
137,List ekonomiczny (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,2,0,,0,,,0
138,Paczka pocztowa priorytetowa (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,3,0,,0,,,0
139,List priorytetowy (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,4,0,,0,,,0
140,Przesyłka pobraniowa / Paczka48 pobranie (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,5,0,,0,,,0
141,List polecony ekonomiczny (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,6,0,,0,,,0
142,Przesyłka pobraniowa priorytetowa / Paczka24 pobranie (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,7,0,,0,,,0
143,List polecony priorytetowy (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,8,0,,0,,,0
144,Przesyłka kurierska (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,9,0,,0,,,0
145,Przesyłka kurierska pobraniowa (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,11,0,,0,,,0
146,Odbiór w punkcie po przedpłacie - PACZKA W RUCHu (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,10006,0,,0,,,0
147,Odbiór w punkcie po przedpłacie - Paczkomaty 24/7 (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,10022,0,,0,,,0
148,Odbiór w punkcie - PACZKA W RUCHu (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,20006,0,,0,,,0
149,Odbiór w punkcie - Paczkomaty 24/7 (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,20022,0,,0,,,0
151,Odbiór w punkcie po przedpłacie - E-PRZESYŁKA / Paczka48 Odbiór w Punkcie (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,10061,0,,0,,,0
152,Odbiór w punkcie - E-PRZESYŁKA / Paczka48 Odbiór w Punkcie (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,20061,0,,0,,,0
153,Pocztex Kurier48 (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,21,0,,0,,,0
154,Pocztex Kurier48 pobraniowy (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,22,0,,0,,,0
155,Paczka24 (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,30,0,,0,,,0
156,Paczka48 (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,31,0,,0,,,0
157,Odbiór w punkcie po przedpłacie - Paczka24 Odbiór w Punkcie (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,10060,0,,0,,,0
158,Odbiór w punkcie - Paczka24 Odbiór w Punkcie (kolejna sztuka),0,3,3,-1,8,0,10,-1.00,1000000.00,,,20060,0,,0,,,0
236,Paczka pocztowa ekonomiczna (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,1,0,,0,,,0
237,List ekonomiczny (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,2,0,,0,,,0
238,Paczka pocztowa priorytetowa (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,3,0,,0,,,0
239,List priorytetowy (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,4,0,,0,,,0
240,Przesyłka pobraniowa / Paczka48 pobranie (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,5,0,,0,,,0
241,List polecony ekonomiczny (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,6,0,,0,,,0
242,Przesyłka pobraniowa priorytetowa / Paczka24 pobranie (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,7,0,,0,,,0
243,List polecony priorytetowy (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,8,0,,0,,,0
244,Przesyłka kurierska (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,9,0,,0,,,0
245,Przesyłka kurierska pobraniowa (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,11,0,,0,,,0
246,Odbiór w punkcie po przedpłacie - PACZKA W RUCHu (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,10006,0,,0,,,0
247,Odbiór w punkcie po przedpłacie - Paczkomaty 24/7 (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,10022,0,,0,,,0
248,Odbiór w punkcie - PACZKA W RUCHu (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,20006,0,,0,,,0
249,Odbiór w punkcie - Paczkomaty 24/7 (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,20022,0,,0,,,0
251,Odbiór w punkcie po przedpłacie - E-PRZESYŁKA / Paczka48 Odbiór w Punkcie (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,10061,0,,0,,,0
252,Odbiór w punkcie - E-PRZESYŁKA / Paczka48 Odbiór w Punkcie (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,20061,0,,0,,,0
253,Pocztex Kurier48 (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,21,0,,0,,,0
254,Pocztex Kurier48 pobraniowy (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,22,0,,0,,,0
255,Paczka24 (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,30,0,,0,,,0
256,Paczka48 (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,31,0,,0,,,0
257,Odbiór w punkcie po przedpłacie - Paczka24 Odbiór w Punkcie (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,10060,0,,0,,,0
258,Odbiór w punkcie - Paczka24 Odbiór w Punkcie (ilość w paczce),0,2,2,-1,8,0,5,-1.00,99999.00,,,20060,0,,0,,,0
337,Europejski Kod Towarowy,0,1,1,0,8,88,13,0.00,0.00,,,,0,,0,,,0
340,Wysyłka w ciągu,0,4,2,0,8,0,3,0.00,504.00,-- Wybierz --|0|24|48|72|96|120|168|240|336|504,0|1|24|48|72|96|120|168|240|336|504,"Określ, ile czasu zajmie Ci wysłanie przedmiotu Kupującemu.",0,,0,,,0
738,Rozmiar,13385,4,2,0,8,3,2,0.00,13.00, -- Wybierz -- |XXS|XS|S|M|L|XL|XXL|3XL|4XL|5XL|Większy niż 5XL|Niestandardowy|Uniwersalny,0|1|2|3|4|5|6|7|8|9|10|11|12|13,"XXS, XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, większy niż 5XL, niestandardowy, uniwersalny",54,0|1|2|3|4|5|6|7|8|9|10|11|12|13,0,0,,0
739,Rozmiar,13397,4,2,0,8,3,2,0.00,13.00, -- Wybierz -- |XXS|XS|S|M|L|XL|XXL|3XL|4XL|5XL|Większy niż 5XL|Niestandardowy|Uniwersalny,0|1|2|3|4|5|6|7|8|9|10|11|12|13,"XXS, XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, większy niż 5XL, niestandardowy, uniwersalny",54,0|1|2|3|4|5|6|7|8|9|10|11|12|13,0,0,,0
746,Rozmiar,13657,4,2,0,8,2,2,0.00,13.00, -- Wybierz -- |XXS|XS|S|M|L|XL|XXL|3XL|4XL|5XL|Większy niż 5XL|Niestandardowy|Uniwersalny,0|1|2|3|4|5|6|7|8|9|10|11|12|13,"XXS, XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, większy niż 5XL, niestandardowy, uniwersalny",54,0|1|2|3|4|5|6|7|8|9|10|11|12|13,0,0,,0
751,Rozmiar,14055,4,2,0,8,1,2,0.00,13.00, -- Wybierz -- |XXS|XS|S|M|L|XL|XXL|3XL|4XL|5XL|Większy niż 5XL|Niestandardowy|Uniwersalny,0|1|2|3|4|5|6|7|8|9|10|11|12|13,"XXS, XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, większy niż 5XL, niestandardowy, uniwersalny",54,0|1|2|3|4|5|6|7|8|9|10|11|12|13,0,0,,0
752,Rozmiar,14056,4,2,0,8,1,2,0.00,13.00, -- Wybierz -- |XXS|XS|S|M|L|XL|XXL|3XL|4XL|5XL|Większy niż 5XL|Niestandardowy|Uniwersalny,0|1|2|3|4|5|6|7|8|9|10|11|12|13,"XXS, XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, większy niż 5XL, niestandardowy, uniwersalny",54,0|1|2|3|4|5|6|7|8|9|10|11|12|13,0,0,,0
753,Rozmiar,14058,4,2,0,8,1,2,0.00,13.00, -- Wybierz -- |XXS|XS|S|M|L|XL|XXL|3XL|4XL|5XL|Większy niż 5XL|Niestandardowy|Uniwersalny,0|1|2|3|4|5|6|7|8|9|10|11|12|13,"XXS, XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, większy niż 5XL, niestandardowy, uniwersalny",54,0|1|2|3|4|5|6|7|8|9|10|11|12|13,0,0,,0
756,Rozmiar,14737,4,2,0,8,1,2,0.00,13.00, -- Wybierz -- |XXS|XS|S|M|L|XL|XXL|3XL|4XL|5XL|Większy niż 5XL|Niestandardowy|Uniwersalny,0|1|2|3|4|5|6|7|8|9|10|11|12|13,"XXS, XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, większy niż 5XL, niestandardowy, uniwersalny",54,0|1|2|3|4|5|6|7|8|9|10|11|12|13,0,0,,0
774,Rozmiar,16658,4,2,0,8,1,2,0.00,13.00, -- Wybierz -- |XXS|XS|S|M|L|XL|XXL|3XL|4XL|5XL|Większy niż 5XL|Niestandardowy|Uniwersalny,0|1|2|3|4|5|6|7|8|9|10|11|12|13,"XXS, XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, większy niż 5XL, niestandardowy, uniwersalny",54,0|1|2|3|4|5|6|7|8|9|10|11|12|13,0,0,,0
776,Pojemność dysku (GB),486,3,3,0,8,30,6,0.00,100000.00,,,dyski twarde w kategorii Komputery,82,,0,0,,0
777,Pamięć RAM (MB),486,1,2,0,8,25,5,0.00,99999.00,,,komputery,135,,0,0,,0
778,Gwarancja (mies.),4555,1,2,0,8,2,3,0.00,999.00,,,w miesiącach,151,,0,0,,0
779,Informacje dodatkowe,4555,6,2,0,8,3,2,0.00,63.00,PFC|Regulacja obrotów|Złącze 20+4 pin|Złącze 24 pin|Złącze PCI-E 6 pin|Złącze SATA,1|2|4|8|16|32,dla Komputery -> Zasilacze,152,1|2|4|8|16|32,0,0,,0
788,Typ roweru,16433,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
789,Typ roweru,16435,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
790,Typ roweru,16436,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
791,Typ roweru,16437,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
792,Typ roweru,16438,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
793,Typ roweru,16439,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
794,Typ roweru,16440,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
795,Typ roweru,16441,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
796,Typ roweru,16442,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
797,Typ roweru,16443,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
798,Typ roweru,16444,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
799,Typ roweru,16445,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
800,Typ roweru,16448,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
801,Typ roweru,16449,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
802,Typ roweru,16450,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
803,Typ roweru,16452,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
804,Typ roweru,16453,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
809,Typ roweru,16462,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
810,Typ roweru,16463,4,2,0,8,4,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
811,Typ roweru,16464,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
812,Typ roweru,16465,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
813,Typ roweru,16684,4,2,0,8,1,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
814,Typ roweru,16689,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
815,Typ roweru,16690,4,2,0,8,0,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
816,Typ roweru,16693,4,2,0,8,1,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
817,Typ roweru,16694,4,2,0,8,6,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
818,Typ roweru,16695,4,2,0,8,6,1,0.00,7.00, -- Wybierz -- |BMX|Dziecięcy|Miejski|MTB (górski)|Szosowy|Trekkingowy|Inny,0|1|2|3|4|5|6|7,Typ roweru dla części,165,0|1|2|3|4|5|6|7,0,0,,0
1077,Monitor,486,4,2,0,8,70,1,0.00,8.00, -- Wybierz -- |Brak|CRT|LCD|LED|Inny,0|1|2|4|5|8,Komputery: typ monitora,173,0|1|2|4|5|8,0,0,,0
1078,Napędy,486,6,2,0,8,75,3,0.00,255.00,CD|CD/RW|Combo|DVD|Nagrywarka DVD|FDD|Inny|Blu-ray,1|2|4|8|16|32|64|128,Komputery: Napędy,174,1|2|4|8|16|32|64|128,0,0,,0
1079,Uszkodzony,149,4,2,0,1,11,1,0.00,2.00, -- Wybierz -- |Nie|Tak,0|1|2,samochody,178,0|1|2,0,0,,0
1080,Uszkodzony,5557,4,2,0,1,10,1,0.00,2.00, -- Wybierz -- |Nie|Tak,0|1|2,samochody,178,0|1|2,0,0,,0
1084,Marka,13615,4,2,0,8,2,2,0.00,19.00, -- Wybierz -- |Atomic|Blade|Blizzard|Dynamic|Dynastar|Elan|Fischer|Head|K2|Kneissl|Nordica|Pale|Rossignol|Salomon|Scott|Sporten|Stöckli|Völkl|Inna marka,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,marki nart,181,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,0,0,,0
1085,Marka,13617,4,2,0,8,1,2,0.00,10.00, -- Wybierz -- |Atomic|Fischer| Look|Marker|Rossignol|Salomon|Scott|Tyrolia|Vist|Inna marka,0|1|2|3|4|5|6|7|8|9|10,marka wiązań narciarskich,182,0|1|2|3|4|5|6|7|8|9|10,0,0,,0
1086,Marka,13612,4,2,0,8,1,2,0.00,15.00, -- Wybierz -- |Alpina|Atomic|Botas|Crispi|Dalbello|Dolomite|Fischer|Head|Lange|Lowa|Nordica|Rossignol|Salomon|Tecnica|Inna marka,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,marki butów narciarskich,183,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,0,0,,0
1087,Marka,13613,4,2,0,8,2,2,0.00,16.00, -- Wybierz -- |Arctica|Alpina|Blizzard|Brenda|Briko|Carrera|Dragon|K2|Oakley|Marker|Nordica|Salice|Scott|Spy|Uvex|Inna marka,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,marki gogli narciarskich,184,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,0,0,,0
1089,Marka,13629,4,2,0,8,1,2,0.00,13.00, -- Wybierz -- |32|Airwalk|Burton|DC|Factory|Limited 4 You|Nitro|Northwave|Raven|Ride|Rossignol|Inna marka|Nidecker,0|1|2|3|4|5|6|7|8|9|10|11|12|13,marki butów snowboardowych,186,0|1|2|3|4|5|6|7|8|9|10|11|12|13,0,0,,0
1090,Marka,13632,4,2,0,8,2,2,0.00,10.00, -- Wybierz -- |Burton|Drake|Factory|Nidecker|Nitro|Raven|Ride|Rome|Rossignol|Pozostałe,0|1|2|3|4|5|6|7|8|9|10,marka wiązań snowboardowych,187,0|1|2|3|4|5|6|7|8|9|10,0,0,,0
1091,Marka,13382,4,2,0,8,1,2,0.00,11.00, -- Wybierz -- |Adidas|Allright|Baden|Dunlop|Molten|Nike|Reebok|Spalding|Vega|Wilson|Pozostałe,0|1|2|3|4|5|6|7|8|9|10|11,marka piłek koszykarskich,188,0|1|2|3|4|5|6|7|8|9|10|11,0,0,,0
1092,Marka,13385,4,2,0,8,1,1,0.00,6.00, -- Wybierz -- |Adidas|And1|Jordan|Nike|Reebok|Pozostałe,0|1|2|3|4|5|6,marki koszulek koszykarskich,189,0|1|2|3|4|5|6,0,0,,0
1093,Marka,13393,4,2,0,8,1,1,0.00,9.00, -- Wybierz -- |Adidas|Jako|Mitre|Nike|Puma|Reebok|Select|Umbro|Pozostałe,0|1|2|3|4|5|6|7|8|9,marka piłek do nogi,190,0|1|2|3|4|5|6|7|8|9,0,0,,0
1094,Marka,13390,4,2,0,8,0,2,0.00,18.00, -- Wybierz -- |Adidas|Jako|Joma|Mitre|Nike|Puma|Reebok|Umbro|Inna marka|Mizuno|Diadora|Select|Axim|Spokey|Under Armour|Lotto|Kipsta|Asics,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,marki butów piłkarskich,191,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,0,0,,0
1095,Marka,13397,4,2,0,8,0,2,0.00,11.00, -- Wybierz -- |Adidas|Diadora|Hummel|Jako|Kappa|Lotto|Nike|Puma|Reebok|Umbro|Pozostałe,0|1|2|3|4|5|6|7|8|9|10|11,marki koszulek piłkarskich,192,0|1|2|3|4|5|6|7|8|9|10|11,0,0,,0
1097,Przekątna ekranu (cale),5120,3,3,0,8,6,3,1.00,100.00,,,zakres od 1 do 100 cali,194,,0,0,,0
1098,Format ekranu,5120,4,2,0,8,1,1,0.00,3.00, -- Wybierz -- |4:3|16:9|inny,0|1|2|3,"""4:3"", ""16:9"" , ""inny""",195,0|1|2|3,0,0,,0
1099,Rodzaj transmisji - Kable GSM,351,4,2,0,8,0,1,0.00,3.00, -- Wybierz -- |COM|USB|inny,0|1|2|3,"COM, USB, inny",196,0|1|2|3,0,0,,0
1102,Skrzynia biegów,590,4,2,0,8,6,1,0.00,2.00, -- Wybierz -- |Automatyczna|Manualna,0|1|2,samochody,199,0|1|2,0,0,,0
1103,Skrzynia biegów,4029,4,2,0,1,5,1,0.00,2.00, -- Wybierz -- |Automatyczna|Manualna,0|1|2,samochody,199,0|1|2,0,0,,0
1104,Skrzynia biegów,14699,4,2,0,8,6,1,0.00,2.00, -- Wybierz -- |Automatyczna|Manualna,0|1|2,samochody,199,0|1|2,0,0,,0
1105,Skrzynia biegów,18042,4,2,0,8,6,1,0.00,2.00, -- Wybierz -- |Automatyczna|Manualna,0|1|2,samochody,199,0|1|2,0,0,,0
1106,Informacje dodatkowe,4029,6,2,0,8,13,4,0.00,1023.00,Bezwypadkowy|Homologacja na ciężarowe|Kupiony w salonie|Pierwszy właściciel|Serwisowany w ASO|Sprowadzony|Zarejestrowany jako zabytek|Zarejestrowany w Polsce|Możliwa zamiana|Kierownica po prawej stronie,1|2|4|8|16|32|64|128|256|512,sam. osobowe,200,1|2|4|8|16|32|64|128|256|512,0,0,,0
1107,Ładowność (kg),589,1,2,0,8,4,5,100.00,90000.00,,,samochody,202,,0,0,,0
1108,Ładowność (kg),590,1,2,0,8,4,5,100.00,90000.00,,,samochody,202,,0,0,,0
1109,Moc silnika (KM),5557,1,2,0,8,4,3,1.00,300.00,,,motocykle,203,,0,0,,0
1110,Rodzaj paliwa,5557,4,2,0,8,5,1,0.00,4.00, -- Wybierz -- |benzyna|elektryczny|olej napędowy|inny,0|1|2|3|4,motocykle,204,0|1|2|3|4,0,0,,0
1111,Rodzaj napędu,5557,4,2,0,8,6,1,0.00,3.00, -- Wybierz -- |łańcuch|pas napędowy|wał kardana,0|1|2|3,motocykle,205,0|1|2|3,0,0,,0
1112,Wyposażenie,5557,6,2,0,8,11,3,0.00,127.00,ABS|Automatyczna skrzynia biegów|Bagażnik|Elektryczny starter|Kufry|Podgrzewane manetki|Radio,1|2|4|8|16|32|64,motocykle,206,1|2|4|8|16|32|64,0,0,,0
1113,Informacje dodatkowe,5557,6,2,0,8,12,2,0.00,63.00,Bezwypadkowy|Kupiony w salonie|Pierwszy właściciel|Sprowadzony|Zarejestrowany jako zabytek|Zarejestrowany w Polsce,1|2|4|8|16|32,motocykle,207,1|2|4|8|16|32,0,0,,0
1114,Wyposażenie,589,6,2,0,8,11,7,0.00,1048575.00,ABS|CB radio|Centralny zamek|Drzwi odsuwane|EBS|Elektryczne lusterka|Elektryczne szyby|Hak|Intarder|Kabina sypialna|Klimatyzacja|Kontrola trakcji|Nawigacja GPS|Ogrzewanie postojowe|Pneumatyczne zawieszenie|Retarder|Tachograf|TV|Wspomaganie kierownicy|4WD,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192|16384|32768|65536|131072|262144|524288,sam. ciężarowe,208,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192|16384|32768|65536|131072|262144|524288,0,0,,0
